2.992030	-2.958839	-1.567633	-0.381749	2.371279	0.557293	-0.106218	-0.486239	-0.032553	0.379192	0.176148	0.073780	
1.662086	-4.444853	0.791520	-1.417257	0.814110	-0.054272	0.040025	0.355142	-0.252659	0.161462	0.207263	0.098522	
4.340302	-0.796442	-0.696006	-0.509977	1.190441	-0.107201	1.099701	1.665866	0.486642	-0.018771	0.094233	0.081529	
4.486778	0.115702	0.307892	1.829923	2.051191	-0.088890	-1.155286	-0.436899	-0.121683	-0.315063	0.043181	0.088529	
2.959974	0.652333	0.667057	0.162107	0.499835	0.258896	-0.081482	-0.312648	-0.024390	0.081593	0.201453	0.067477	
3.825028	1.820334	1.907018	1.682473	1.709351	0.946940	0.707662	0.044284	-0.082498	0.115725	0.344780	0.088531	
4.317832	-2.704287	-0.977296	0.706907	-0.011004	-1.192802	-1.797702	-0.905203	0.144362	-0.025581	0.184697	0.154393	
3.934753	0.138741	0.189068	1.139446	2.435448	1.711237	1.766075	1.577264	0.348860	-0.243474	0.200378	0.126943	
4.174963	-3.136506	-0.616570	1.494116	-0.307547	-0.150303	0.699550	-0.302420	0.031898	0.378197	0.308293	0.088102	
3.203875	0.742762	1.444517	0.320150	0.277121	0.413685	0.165861	0.131577	0.747913	0.255347	0.149019	0.059269	
4.796258	0.465659	0.567659	0.695838	1.724181	-1.521279	0.544074	0.725989	-0.917688	-0.537779	-0.033405	0.149267	
3.581063	-4.138354	-1.785090	2.665906	1.577048	0.952882	2.519787	0.543733	-0.434549	-0.484436	0.180687	0.121122	
3.953678	1.943328	1.237706	0.126426	-0.595730	-0.993598	-0.610439	-0.054468	0.336174	0.304808	0.307972	0.115872	
3.669409	2.007598	1.913960	1.688408	1.549037	0.889076	0.966864	1.193709	1.087787	0.662569	0.478580	0.106463	
4.065494	1.423421	0.070680	-0.578089	-1.084495	-1.951537	-1.736551	-0.866237	-0.428695	-0.192447	0.223179	0.088311	
2.613172	-3.987494	-0.476539	1.840873	2.983236	1.934827	1.306157	0.092117	-0.138496	-0.115794	0.252134	0.157717	
4.373942	-0.276477	-1.398004	-0.375298	2.598715	2.383033	0.632535	-0.604981	-0.574637	0.155668	0.356630	0.136563	
2.939415	-2.143764	1.154558	-0.180832	0.731312	1.171069	1.676284	0.410781	-0.230255	0.225521	0.327035	0.104766	
3.073497	-3.148170	-0.474054	-0.236560	3.242695	0.512990	1.419284	1.997741	-0.437556	-0.378048	0.003763	0.139738	
4.615033	-0.751030	-0.319460	2.847545	2.509573	-0.680138	0.538691	0.296767	-0.009033	-0.177144	0.188013	0.159929	
3.205193	0.765647	0.788938	0.327092	0.701348	-0.396079	-0.156008	0.405506	0.345678	0.102427	0.167978	0.050324	
3.280734	2.069830	1.955401	1.848641	1.788148	1.443663	1.207212	1.040160	0.856518	0.564479	0.391959	0.084089	
4.354751	-3.111815	-0.616437	2.814783	0.346192	-1.744056	-0.815430	-0.901165	-0.798235	-0.317535	0.200794	0.129312	
4.036918	-0.789022	-0.991638	0.403935	2.925495	3.014555	2.859189	1.270035	-0.398889	-0.341311	0.278998	0.158997	
3.522617	-2.420817	1.171519	0.671940	-2.877161	-1.995452	0.479275	-0.948755	-0.463407	0.543175	0.415222	0.097463	
3.304840	0.734696	1.560882	0.571051	1.091968	0.866347	0.343861	0.577552	0.771130	0.202049	0.225428	0.065562	
4.608756	-1.127857	0.083645	-0.986004	1.936924	-1.780250	-1.561315	1.047634	-0.614391	-0.365450	-0.072292	0.071801	
3.376697	-3.219759	-1.433981	3.373171	4.277163	1.124212	1.447504	0.606274	-0.082383	-0.258220	0.249595	0.201041	
4.653898	-0.548373	-0.794413	0.385697	0.287996	-1.739643	-0.294948	0.874403	0.436704	-0.159960	0.086494	0.146974	
3.821307	0.814721	1.497244	2.565994	2.270333	0.474059	0.845630	1.691011	0.957692	-0.005782	0.198989	0.117051	
4.406131	0.799119	0.647244	1.246886	-0.135596	-3.230789	-2.376280	0.102098	0.018211	-0.541234	0.034886	0.135580	
3.949675	-1.352325	-0.974235	1.125211	4.404213	2.927750	1.480467	0.970748	0.398719	-0.049479	0.222605	0.126201	
